Vardas              Pavarde             Vid.                Med.                
Tauras              Kateiva             6.04                7                   
Tauras              Kateiva             8.36                6                   
Tauras              Kateiva             8.32                6                   
Tauras              Kateiva             7.3                 5                   
Tautginas           Kavaliauskas        8.1                 5.5                 
Tautginas           Petrauskas          8.06                5.5                 
Tautginas           Stankevicius        6.82                6.5                 
Tautginas           zukauskas           5.74                5                   
Tautginas           Sakalauskas         8.16                6                   
Tautrimas           Paulauskas          5.16                6                   
Tautrimas           Kavaliauskas        6.42                5.5                 
Tautrimas           Kavaliauskas        6.1                 6.5                 
Tautrimas           Urbonas             7.52                5                   
Tautvydas           Pocius              8.18                5                   
Tautvydas           Sakalauskas         6.84                7                   
Tautvydas           Paulauskas          5.76                5.5                 
Tedas               Jankauskas          7.54                5.5                 
Tedas               Paulauskas          6.64                7.5                 
Tedas               Paulauskas          6.94                5.5                 
Tedas               Sakalauskas         7.26                5                   
Tedas               zukauskas           6.6                 7                   
Tedas               Jankauskas          7.52                5                   
Teisius             Kavaliauskas        6.9                 5                   
Teisius             Baranauskas         5.3                 6.5                 
Teisius             Vasiliauskas        7.98                7                   
Teisius             Butkus              7.66                6                   
Teisius             Jankauskas          7.08                5.5                 
Teisius             Pocius              7.76                5.5                 
Teisius             Baranauskas         6.08                7                   
Teisius             Kavaliauskas        5.96                6                   
Teisutis            Kavaliauskas        5.78                5                   
Teisutis            Urbonas             5.14                6                   
Teisutis            zukauskas           8.64                7                   
Telesforas          Baranauskas         8.66                7                   
Telesforas          Sakalauskas         8.36                5.5                 
Telesforas          Baranauskas         5.32                7                   
Telesforas          Baranauskas         7.94                7                   
Telesforas          Stankevicius        6.64                7                   
Telesforas          Petrauskas          7.6                 6                   
Teodoras            Petrauskas          8.3                 6                   
Teodoras            Vasiliauskas        8.62                7.5                 
Teodoras            Sakalauskas         6.38                6                   
Teodoras            Paulauskas          7.08                6                   
Teodoras            Pocius              5.72                7.5                 
Teodoras            zukauskas           5.3                 5.5                 
Teodoras            Kavaliauskas        8.42                7                   
Teodoras            Butkus              7.04                5.5                 
Teofilis            Urbonas             7.46                5                   
Teofilis            Pocius              5.86                6                   
Teofilis            Urbonas             7.36                7                   
Teofilis            Petrauskas          8.24                5                   
Teofilis            Urbonas             7.34                5                   
Teofilis            Baranauskas         8.32                5.5                 
Teofilis            Paulauskas          5.52                8.5                 
Teofilis            Vasiliauskas        8.08                5                   
Teofilis            Urbonas             6.84                7                   
Teofilis            Pocius              8.08                5                   
Teofilis            Vasiliauskas        7.58                6                   
Terentijus          Sakalauskas         5.22                6.5                 
Terentijus          Kateiva             8.48                7.5                 
Terentijus          Butkus              6.14                7                   
Terentijus          Vasiliauskas        5.1                 5.5                 
Terentijus          Vasiliauskas        7.78                6                   
Terentijus          Kateiva             5.44                7                   
Tiberijus           Pocius              5.5                 6.5                 
Tiberijus           Kavaliauskas        6.3                 5                   
Tiberijus           Stankevicius        6.94                5.5                 
Timas               Baranauskas         6.88                5                   
Timas               Petrauskas          6.62                6.5                 
Timas               Pocius              5                   5                   
Timas               Jankauskas          5.36                6                   
Timas               Jankauskas          7.66                6                   
Timas               Kazlaukas           6.52                5.5                 
Timotiejus          Kateiva             6.22                5                   
Timotiejus          Pocius              6.68                6                   
Timotiejus          Sakalauskas         7.48                5                   
Timotiejus          Baranauskas         7.86                7                   
Timotiejus          Paulauskas          7.72                6                   
Timotiejus          Baranauskas         5.24                6.5                 
Timotis             Paulauskas          5.12                6                   
Timotis             Kavaliauskas        8.2                 5.5                 
Timotis             Paulauskas          5.92                6                   
Timotis             Kavaliauskas        7.94                5                   
Timotis             Stankevicius        6.38                5                   
Timotis             Kavaliauskas        6.4                 5.5                 
Timuras             Paulauskas          6.98                5.5                 
Timuras             Kavaliauskas        7.98                8                   
Timuras             Jankauskas          8.2                 5.5                 
Timuras             zukauskas           5.88                5.5                 
Timuras             zukauskas           7.08                6.5                 
Titas               Kazlaukas           8.08                6                   
Titas               Pocius              5.38                5                   
Titas               Urbonas             5.5                 5                   
Titas               Stankevicius        6.12                5                   
Titas               Kazlaukas           7.6                 5.5                 
Titas               Kavaliauskas        8.16                5.5                 
Titas               Jankauskas          8.02                7                   
Titas               Stankevicius        6.14                7                   
Tomas               Pocius              7.76                6                   
Tomas               Pocius              5.46                5                   
Tomas               Paulauskas          8.5                 7                   
Tomas               Kateiva             7.38                5                   
Tomasas             Urbonas             5.14                5                   
Tonis               Jankauskas          6.56                6                   
Tonis               Stankevicius        5.26                6                   
Tonis               Butkus              8.14                5                   
Tonis               Paulauskas          7.58                7                   
Traidenis           Pocius              6.46                5                   
Traidenis           Butkus              7.14                7                   
Traidenis           Kazlaukas           6.34                5                   
Traidenis           Vasiliauskas        7                   5                   
Traidenis           Paulauskas          6.8                 5                   
Trofimas            zukauskas           5.26                6                   
Trofimas            Urbonas             5.88                7                   
Trofimas            Butkus              5.2                 6                   
Trofimas            Urbonas             7.56                5.5                 
Trofimas            Petrauskas          7.4                 5                   
Trofimas            Vasiliauskas        6.54                6.5                 
Trofimas            Kazlaukas           6.2                 6.5                 
Trofimas            Stankevicius        8.14                5                   
Trofimas            Kateiva             5.7                 5                   
Trofimas            Butkus              6.52                5                   
Tumas               Sakalauskas         5.32                5.5                 
Tumas               Jankauskas          7.52                5                   
Tumas               Urbonas             8.38                6                   
Tumas               Stankevicius        6.16                5                   
Ubaldas             Vasiliauskas        7.96                5.5                 
Ubaldas             Kateiva             8.52                8                   
Ubaldas             Kavaliauskas        8.1                 5                   
Ubaldas             Petrauskas          8.46                8                   
Ubaldas             zukauskas           8.26                5.5                 
Ubaldas             Pocius              5.68                5.5                 
Ubaldas             Kateiva             6                   5                   
Ubaldas             Baranauskas         7.52                5.5                 
Ubaldas             Urbonas             6.04                6.5                 
Ugnius              Kazlaukas           6.8                 6                   
Ugnius              Sakalauskas         8.2                 5.5                 
Ugnius              Kazlaukas           8.46                5.5                 
Ugnius              zukauskas           5.5                 6                   
Ugnius              Paulauskas          7.58                5.5                 
Ugnius              Paulauskas          7.36                7                   
Ulrikas             Kazlaukas           7.04                5.5                 
Ulrikas             Baranauskas         5.38                5.5                 
Ulrikas             Paulauskas          8.16                5                   
Ulrikas             Petrauskas          6.64                6                   
Ulrikas             Jankauskas          5.88                5.5                 
Ulrikas             Jankauskas          5.34                6                   
Ulrikas             Pocius              5.62                5                   
Ulrikas             Petrauskas          7.6                 5                   
Uosis               Stankevicius        7.5                 5                   
Uosis               Kateiva             7.18                6                   
Uosis               Petrauskas          6.88                7                   
Uosis               Kavaliauskas        6.26                5.5                 
Uosis               Urbonas             6.04                7                   
Urbonas             Petrauskas          5.8                 5.5                 
Urbonas             Urbonas             5.06                6.5                 
Urbonas             Jankauskas          5.18                5                   
Urbonas             Vasiliauskas        6.14                6.5                 
Urbonas             Kavaliauskas        5.14                6                   
Utenis              Butkus              5.16                5                   
Utenis              Kazlaukas           7.06                6                   
Utenis              Vasiliauskas        5.74                7                   
Utenis              Petrauskas          6.36                5.5                 
Utenis              Stankevicius        5.26                5.5                 
Utenis              Kazlaukas           5.74                5                   
Utenis              Baranauskas         6.26                5                   
Utenis              Butkus              7.36                5                   
Utenis              Pocius              6.54                6.5                 
Utenis              Butkus              5.5                 6.5                 
Utenis              Vasiliauskas        7.02                6                   
Utenis              Baranauskas         6.4                 5                   
Utenis              Petrauskas          8.8                 8                   
Vacius              Pocius              6.46                6                   
Vacius              Jankauskas          5.52                7                   
Vacius              Pocius              6.66                7                   
Vacius              Urbonas             5.42                8                   
Vacius              Paulauskas          8.04                5                   
Vacius              Urbonas             7.7                 6                   
Vaclovas            Baranauskas         5.52                6.5                 
Vaclovas            Stankevicius        7.58                6                   
Vaclovas            Pocius              7.62                7.5                 
Vaclovas            Paulauskas          5.72                5                   
Vaclovas            zukauskas           6.9                 5.5                 
Vaclovas            Vasiliauskas        7.16                6                   
Vaclovas            zukauskas           7.2                 5                   
Vaclovas            Baranauskas         5.04                5                   
Vacys               Kavaliauskas        6.4                 6                   
Vacys               Stankevicius        5.96                6                   
Vacys               Vasiliauskas        7.54                5                   
Vacys               Jankauskas          7.7                 5                   
Vacys               Urbonas             5.72                5.5                 
Vadimas             Kazlaukas           5.8                 5.5                 
Vadimas             Petrauskas          6.52                6.5                 
Vadimas             Baranauskas         5.72                7                   
Vadimas             Sakalauskas         6.64                5                   
Vadimas             Paulauskas          5.26                6                   
Vadimas             zukauskas           5.72                5.5                 
Vadimas             Butkus              6.04                7                   
Vaidas              Jankauskas          5.82                5                   
Vaidas              Vasiliauskas        5                   6.5                 
Vaidas              Sakalauskas         6.52                6                   
Vaidas              Paulauskas          6.68                7                   
Vaidas              Sakalauskas         7.48                7                   
Vaidas              Pocius              5.12                5                   
Vaidevutis          Stankevicius        8.4                 6.5                 
Vaidevutis          Stankevicius        7.1                 7                   
Vaidevutis          Sakalauskas         5.18                6                   
Vaidevutis          Pocius              7.9                 7                   
Vaidila             Sakalauskas         5.66                6.5                 
Vaidila             Sakalauskas         5.62                5                   
Vaidila             Kazlaukas           5.52                6.5                 
Vaidila             Jankauskas          6.8                 5                   
Vaidis              Baranauskas         5.82                5.5                 
Vaidis              Vasiliauskas        6.4                 5.5                 
Vaidotas            Vasiliauskas        6.1                 7                   
Vaidotas            Kateiva             5.34                6.5                 
Vaidotas            Jankauskas          8.36                7                   
Vaidotas            Pocius              5.28                6                   
Vaidotas            Paulauskas          5.3                 5                   
Vaidotas            Petrauskas          6.32                8                   
Vaidotas            Baranauskas         7.28                6.5                 
Vaidotas            Vasiliauskas        5.5                 5                   
Vaidutis            Baranauskas         5.14                5                   
Vaidutis            Butkus              5.66                5                   
Vaidutis            Petrauskas          7.76                6                   
Vaidutis            Jankauskas          7.1                 6                   
Vaigaudas           Jankauskas          7.58                5.5                 
Vaigaudas           zukauskas           5.2                 5                   
Vaigaudas           zukauskas           6.3                 5                   
Vaigaudas           zukauskas           5.42                6                   
Vaigaudas           Petrauskas          5.86                6                   
Vaigirdas           Urbonas             7.94                7                   
Vaigirdas           Pocius              7.2                 7                   
Vaigirdas           Pocius              5.2                 5.5                 
Vaigirdas           Pocius              8.14                7.5                 
Vaigirdas           Stankevicius        7.02                5.5                 
Vaigirdas           Stankevicius        5.82                5.5                 
Vaigirdas           Baranauskas         5.16                6                   
Vaigirdas           Stankevicius        5.76                7                   
Vaigirdas           zukauskas           8.06                8                   
Vainius             zukauskas           5.36                5.5                 
Vainius             Butkus              5.24                5                   
Vainius             Kazlaukas           5.66                5.5                 
Vainius             Butkus              5.24                6                   
Vainius             zukauskas           5.14                5                   
Vainoras            Jankauskas          7.56                6                   
Vainoras            Paulauskas          8.12                7                   
Vainoras            Vasiliauskas        8.08                7                   
Vainoras            Vasiliauskas        7.32                7                   
Vainoras            Kazlaukas           6.22                5                   
Vainoras            Pocius              6.88                5                   
Vaitiekus           Stankevicius        5.5                 7                   
Vaitiekus           Kavaliauskas        7.58                7                   
Vaitiekus           Kavaliauskas        6.28                5.5                 
Vaitiekus           Vasiliauskas        6.52                7                   
Vaizgantas          Kavaliauskas        6.02                6                   
Vaizgantas          Stankevicius        5.24                5.5                 
Vaizgantas          Stankevicius        6.38                6                   
Vaizgantas          Kavaliauskas        6.58                6.5                 
Vaizgantas          Vasiliauskas        5.18                5                   
Vaizgantas          Kazlaukas           5.84                5.5                 
Vakaris             Kavaliauskas        5.76                5.5                 
Valdas              Paulauskas          8                   5                   
Valdas              zukauskas           6.48                6                   
Valdas              Paulauskas          5.46                6.5                 
Valdemaras          Kavaliauskas        7.42                5                   
Valdemaras          Vasiliauskas        6.14                6                   
Valdemaras          zukauskas           5.96                7                   
Valdemaras          Sakalauskas         7.32                7.5                 
Valdemaras          Baranauskas         5.36                6.5                 
Valdemaras          Vasiliauskas        5.8                 5.5                 
Valdemaras          Pocius              6.42                5.5                 
Valdimantas         Urbonas             7.26                7                   
Valdimantas         Butkus              8.12                5.5                 
Valdimantas         Kazlaukas           7.92                6                   
Valdis              Baranauskas         5.18                5                   
Valdis              Pocius              7.76                6                   
Valdis              Urbonas             5.34                5.5                 
Valdis              Stankevicius        7.86                6                   
Valdis              Butkus              8.9                 7.5                 
Valdis              Kazlaukas           6.34                5                   
Valentas            Petrauskas          8.6                 7                   
Valentas            Kavaliauskas        6.98                6                   
Valentas            Vasiliauskas        6.72                7                   
Valentinas          Pocius              6.88                7                   
Valentinas          Baranauskas         7.72                6                   
Valentinas          Butkus              5.12                5.5                 
Valentinas          zukauskas           6.3                 7.5                 
Valerijonas         Kateiva             6.58                6                   
Valerijonas         Urbonas             6.54                6.5                 
Valerijonas         Petrauskas          8.24                5.5                 
Valerijonas         Butkus              8.3                 6                   
Valerijonas         Jankauskas          6.4                 7                   
Valerijonas         Butkus              7.34                7                   
Valerijonas         Petrauskas          6.94                5                   
Valerijonas         Kavaliauskas        5.12                5                   
Valerijonas         Urbonas             8.16                5                   
Valerijonas         Pocius              8.2                 5.5                 
Valerijus           Butkus              6.12                6                   
Valerijus           Paulauskas          6.02                7                   
Valerijus           Pocius              6.98                5.5                 
Valerijus           Kazlaukas           5.08                5                   
Valerijus           Petrauskas          5.52                5                   
Valerijus           Sakalauskas         7.22                6                   
Valius              Paulauskas          6.12                6                   
Valius              Jankauskas          6.04                6.5                 
Valius              Stankevicius        5.5                 7                   
Valius              Kavaliauskas        5.26                6                   
Valius              Baranauskas         6.98                5.5                 
Valius              Urbonas             7.02                5.5                 
Valius              Kateiva             5.42                5                   
Valius              Kavaliauskas        6.44                6                   
Valteris            Stankevicius        5.56                5.5                 
Valteris            zukauskas           5.54                7                   
Valteris            Vasiliauskas        6.12                7                   
Valteris            Kateiva             7.14                6.5                 
Valteris            zukauskas           5.3                 6.5                 
Valteris            Jankauskas          7.18                6                   
Valys               Baranauskas         6.76                7                   
Valys               Vasiliauskas        7.72                6                   
Valys               Kateiva             5.54                6.5                 
Valys               Baranauskas         7.54                6                   
Valys               Jankauskas          5.04                7                   
Valys               Sakalauskas         5.94                6                   
Vasaris             Vasiliauskas        8.6                 6.5                 
Vasaris             zukauskas           6.76                5                   
Vasaris             Petrauskas          7.56                5                   
Vasaris             Kazlaukas           5.58                5                   
Vasaris             Sakalauskas         6.96                7.5                 
Vasaris             Kavaliauskas        6.36                5                   
Vasaris             Kateiva             6.44                5.5                 
Vasilijus           Vasiliauskas        6.58                7                   
Vasilijus           Jankauskas          8.36                6                   
Vasilijus           zukauskas           5.82                5.5                 
Vasilijus           Kazlaukas           5.96                5                   
Vasilijus           Kazlaukas           8.88                7                   
Vasilijus           zukauskas           5.84                6                   
Vasilijus           Petrauskas          8.08                5                   
Vasilijus           Jankauskas          6.2                 5                   
Vasilijus           Kavaliauskas        8.68                7                   
Vejas               Baranauskas         6.16                7                   
Vejunas             zukauskas           5.84                5                   
Vejunas             Baranauskas         6.94                8                   
Vejunas             Baranauskas         7.02                5                   
Vejunas             Paulauskas          6.18                8                   
Vejunas             Pocius              6.26                7                   
Venantas            Kazlaukas           6.08                7.5                 
Venantas            Sakalauskas         6.42                6.5                 
Venantas            Urbonas             6.62                6.5                 
Venantas            Vasiliauskas        7.8                 6.5                 
Venantas            Stankevicius        5.2                 5.5                 
Venantas            Kavaliauskas        6.84                5.5                 
Venantas            Baranauskas         7.98                7                   
Venantas            Vasiliauskas        6.5                 5.5                 
Venantas            Baranauskas         7.84                6.5                 
Venjaminas          zukauskas           6.52                7                   
Venjaminas          Butkus              5.7                 5                   
Venjaminas          Sakalauskas         7.6                 5.5                 
Vergilijus          Kazlaukas           8.12                5.5                 
Vergilijus          Jankauskas          6.98                5.5                 
Vergilijus          Kavaliauskas        5.18                5.5                 
Vergilijus          Urbonas             8.42                6                   
Vergilijus          Kazlaukas           6.32                5                   
Vergilijus          Jankauskas          6.28                7                   
Verneris            Pocius              5.3                 5                   
Verneris            Urbonas             8.06                5                   
Vestas              Stankevicius        5.68                7                   
Vestas              Butkus              6.88                5                   
Vestas              Pocius              5.92                6                   
Vestas              Stankevicius        6.7                 6.5                 
Vestas              Sakalauskas         5.28                5                   
Viaceslavas         Sakalauskas         6.46                5.5                 
Viaceslavas         Jankauskas          6.94                5                   
Viaceslavas         Urbonas             8.26                5.5                 
Viaceslavas         Sakalauskas         7.8                 5                   
Viaceslavas         Vasiliauskas        7.08                5                   
Viaceslavas         Sakalauskas         5.18                5.5                 
Viaceslavas         Stankevicius        5.54                5                   
Vidas               Kavaliauskas        8                   7                   
Vidas               Kavaliauskas        7.36                6                   
Vidas               Sakalauskas         8.12                5.5                 
Vidas               Sakalauskas         5.02                7.5                 
Vidimantas          Urbonas             6.28                5                   
Vidimantas          Baranauskas         5.74                7                   
Vidimantas          Kateiva             7.9                 5                   
Vidimantas          Stankevicius        7.4                 6                   
Vidimantas          Stankevicius        7.18                5                   
Vidmantas           Kazlaukas           6.12                5                   
Vidmantas           Stankevicius        5.44                6.5                 
Vidmantas           Stankevicius        5.8                 7                   
Viesulas            Vasiliauskas        6.98                6.5                 
Viesulas            Paulauskas          6.78                6                   
Viesulas            zukauskas           6.06                6.5                 
Viesulas            zukauskas           7.06                5                   
Viesulas            Kavaliauskas        5.82                5.5                 
Viesulas            Stankevicius        7.08                5.5                 
Viesulas            Kavaliauskas        5.9                 6.5                 
Vigilijus           Butkus              7.02                5.5                 
Vigilijus           Stankevicius        6.46                5.5                 
Vigilijus           Stankevicius        6.74                5.5                 
Vigilijus           Sakalauskas         5.48                7                   
Viktas              Stankevicius        6.78                7                   
Viktas              Kazlaukas           8.26                5                   
Viktas              Stankevicius        6.48                5.5                 
Viktoras            Butkus              5.12                5                   
Viktoras            Paulauskas          7.36                7                   
Viktoras            Kazlaukas           6.38                6                   
Viktorijus          Vasiliauskas        5.86                6                   
Viktorinas          Kazlaukas           5.06                8                   
Viktorinas          Baranauskas         6.36                8                   
Viktorinas          Butkus              7.22                6.5                 
Viktorinas          Butkus              5.92                8                   
Viktorinas          Urbonas             7.92                5                   
Viktorinas          Stankevicius        6.98                5                   
Viktorinas          Stankevicius        5.8                 7                   
Vilenas             Butkus              5.46                6                   
Vilenas             Paulauskas          8.32                6                   
Vilgaudas           Kateiva             6.36                5                   
Vilgaudas           zukauskas           8.18                6                   
Vilgaudas           Baranauskas         6.5                 6                   
Vilgaudas           Kateiva             5.78                6                   
Vilhelmas           Kateiva             5.6                 6.5                 
Vilhelmas           Pocius              8.6                 7                   
Vilhelmas           Stankevicius        7.76                5                   
Vilhelmas           Baranauskas         8.04                5                   
Vilhelmas           Kavaliauskas        7.9                 6                   
Vilhelmas           Urbonas             5.6                 5                   
Vilijus             Paulauskas          5.7                 5                   
Vilijus             Urbonas             8.3                 6.5                 
Vilijus             Kazlaukas           8.22                5.5                 
Vilijus             Butkus              7.9                 5                   
Vilijus             Petrauskas          5.82                5.5                 
Vilijus             Jankauskas          6.82                5                   
Vilijus             Kavaliauskas        7.56                5                   
Vilijus             Petrauskas          6.92                7                   
Vilijus             Jankauskas          5.78                6                   
Vilius              Kazlaukas           7.5                 7.5                 
Vilius              Vasiliauskas        5.16                7.5                 
Vilmantas           zukauskas           5.8                 5.5                 
Vilmantas           Kateiva             6.82                6.5                 
Vilmantas           Urbonas             5.88                6.5                 
Vilmas              Petrauskas          8.22                8                   
Vilmas              Paulauskas          7.16                5.5                 
Vilmas              Pocius              5.22                5.5                 
Vilmas              Jankauskas          6.1                 6                   
Vilmas              Kavaliauskas        8.06                7                   
Vilmas              Kazlaukas           8.08                5                   
Vilmas              Stankevicius        8.12                5                   
Vilmas              zukauskas           7.52                7.5                 
Vilnius             Urbonas             5.8                 6                   
Vilnius             Baranauskas         6.08                7.5                 
Vilnius             Paulauskas          5.04                5                   
Viltaras            Stankevicius        7                   6                   
Viltaras            Paulauskas          7.98                5                   
Viltaras            Jankauskas          6.94                5.5                 
Viltaras            Jankauskas          6.9                 7                   
Viltaras            Vasiliauskas        5.38                5                   
Viltaras            zukauskas           7.62                5                   
Viltaras            Butkus              8.54                7                   
Viltaras            Baranauskas         5.9                 5.5                 
Viltaras            Kateiva             6.36                7.5                 
Viltaras            Petrauskas          6.86                7                   
Viltautas           zukauskas           6.2                 6                   
Viltautas           Kazlaukas           6.48                6                   
Viltautas           Sakalauskas         7.02                5.5                 
Viltautas           Baranauskas         7.7                 6.5                 
Viltautas           Sakalauskas         6.48                5.5                 
Viltautas           Kateiva             7.24                6.5                 
Viltautas           Stankevicius        7.86                5.5                 
Viltautas           Jankauskas          6.02                6                   
Viltautas           Paulauskas          6.66                6                   
Viltautas           Kateiva             8.5                 6                   
Viltautas           Vasiliauskas        8.04                7                   
Viltenis            Pocius              7.5                 5                   
Viltenis            Vasiliauskas        7.32                7                   
Viltenis            Petrauskas          7.94                7                   
Vincas              Paulauskas          5.76                5                   
Vincas              Kateiva             6.42                5.5                 
Vincas              Paulauskas          5.68                5.5                 
Vincentas           Baranauskas         6.82                8                   
Vincentas           Stankevicius        8.6                 7.5                 
Vincentas           Sakalauskas         6.34                7                   
Vincentas           Kavaliauskas        6.02                5.5                 
Vincentas           Sakalauskas         7.72                5.5                 
Vingaudas           Sakalauskas         5.08                5                   
Vingaudas           Sakalauskas         7.88                6.5                 
Vingaudas           Kavaliauskas        5.86                6                   
Vingaudas           Petrauskas          8.4                 8                   
Virgaudas           Jankauskas          6.3                 6                   
Virgaudas           Butkus              5.14                6                   
Virgaudas           Baranauskas         7.56                5.5                 
Virgaudas           Stankevicius        7.8                 6                   
Virgaudas           Paulauskas          8.24                6.5                 
Virgaudas           Kavaliauskas        6.52                5                   
Virgaudas           Baranauskas         7.74                6                   
Virgaudas           Petrauskas          5.06                6.5                 
Virgaudas           Urbonas             8                   7                   
Virgaudas           Kateiva             7.46                5                   
Virgilijus          Paulauskas          7.46                5                   
Virgilijus          zukauskas           7.44                5                   
Virgilijus          Petrauskas          7.4                 6                   
Virgilijus          Stankevicius        6.5                 6                   
Virgilijus          Pocius              7.24                7                   
Virginijus          Kazlaukas           5.34                6.5                 
Virginijus          Vasiliauskas        5.3                 6                   
Virgintas           Kateiva             8.14                5                   
Virgintas           Petrauskas          6.9                 5.5                 
Virgintas           Petrauskas          5.42                6.5                 
Virgintas           Butkus              7.72                6                   
Virgintas           Stankevicius        6.06                6                   
Virgintas           Stankevicius        5.3                 5                   
Virgintas           Kazlaukas           5.18                6                   
Virgis              Kavaliauskas        5.84                6                   
Virgis              Pocius              7.3                 6                   
Virgis              zukauskas           6.88                5                   
Virgis              Kavaliauskas        8.24                5                   
Virgis              Petrauskas          6.02                7                   
Virgis              Urbonas             6.82                5                   
Virgius             Paulauskas          8.22                5                   
Virgius             Vasiliauskas        7.36                7                   
Virmantas           Kazlaukas           7.66                5.5                 
Virmantas           Kazlaukas           6.76                6.5                 
Virmantas           Jankauskas          5.28                5                   
Virmantas           Butkus              6                   8                   
Virmantas           Sakalauskas         6.82                7                   
Virmantas           Sakalauskas         7.04                6                   
Virmantas           Stankevicius        6.56                5.5                 
Virmantas           Butkus              6.48                6                   
Virmantas           Urbonas             5.22                6                   
Vismantas           Stankevicius        8                   5                   
Vismantas           Kavaliauskas        6.6                 6                   
Vismantas           Kavaliauskas        6.7                 7                   
Vismantas           Butkus              7.14                7                   
Vismantas           Paulauskas          5.16                5.5                 
Vismantas           Kazlaukas           8.58                7.5                 
Vismantas           Kateiva             7.7                 6                   
Vismantas           Kavaliauskas        7.92                6                   
Vismantas           Urbonas             5.62                5                   
Visvaldas           Petrauskas          5.5                 6                   
Visvaldas           Kateiva             6.26                7                   
Visvaldas           Butkus              8.52                6.5                 
Visvaldas           zukauskas           7.18                6.5                 
Visvaldas           Urbonas             6.02                8                   
Visvaldas           Sakalauskas         7.1                 6                   
Visvaldas           Petrauskas          7.54                5                   
Visvaldis           zukauskas           8.54                7                   
Visvaldis           Sakalauskas         6.32                7.5                 
Visvaldis           Pocius              8.48                6                   
Visvaldis           Kateiva             8.32                6                   
Visvaldis           Vasiliauskas        7.34                6.5                 
Visvaldis           Jankauskas          6.56                5.5                 
Visvaldis           Baranauskas         7.74                6                   
Visvaldis           Jankauskas          8.1                 5.5                 
Vitalijus           Kazlaukas           7.28                6.5                 
Vitalijus           Butkus              5.68                5                   
Vitalijus           Kavaliauskas        5.32                6                   
