Vardas              Pavarde             Vid.                Med.                
Vaitiekus           Baranauskas         2.96                5.5                 
Vaitiekus           Sakalauskas         4.8                 7                   
Vaitiekus           Kavaliauskas        2.38                4                   
Vaitiekus           Kavaliauskas        3.4                 6                   
Vaitiekus           Jankauskas          3.12                4.5                 
Vaitiekus           Baranauskas         6.2                 4                   
Vaitiekus           Sakalauskas         3.8                 4                   
Vaizgantas          Sakalauskas         4.68                6                   
Vaizgantas          Jankauskas          6.8                 4                   
Vaizgantas          Sakalauskas         4.22                4.5                 
Vaizgantas          Kateiva             4.52                6                   
Vakaris             Paulauskas          3.88                6                   
Vakaris             Petrauskas          2.38                3.5                 
Vakaris             Paulauskas          3.96                6                   
Vakaris             Kavaliauskas        4.54                5.5                 
Vakaris             Vasiliauskas        4.4                 8                   
Vakaris             Baranauskas         6.24                4.5                 
Valdas              Kazlaukas           4.88                6.5                 
Valdas              Butkus              4.24                6                   
Valdemaras          Sakalauskas         3.14                6.5                 
Valdemaras          Stankevicius        2.5                 4.5                 
Valdemaras          Paulauskas          7.96                4.5                 
Valdemaras          Vasiliauskas        5.5                 4                   
Valdemaras          Paulauskas          4.52                6                   
Valdemaras          Jankauskas          4.4                 5.5                 
Valdemaras          Kateiva             7.26                4                   
Valdemaras          Pocius              6.78                4.5                 
Valdemaras          Butkus              5.52                4.5                 
Valdimantas         Jankauskas          3.46                3                   
Valdimantas         Petrauskas          3.24                8                   
Valdimantas         Vasiliauskas        2.68                5                   
Valdimantas         Baranauskas         4.76                5.5                 
Valdimantas         Vasiliauskas        4.82                5                   
Valdimantas         Vasiliauskas        3.78                4                   
Valdimantas         Paulauskas          4.72                6                   
Valdimantas         Butkus              3.92                5.5                 
Valdimantas         Kavaliauskas        2.72                5.5                 
Valdis              Kateiva             4.14                6.5                 
Valdis              Sakalauskas         4.26                6                   
Valdis              Stankevicius        3.3                 3                   
Valdis              Petrauskas          5.98                3.5                 
Valdis              Jankauskas          2.52                4.5                 
Valentas            Butkus              4.76                6.5                 
Valentas            Vasiliauskas        3.72                4.5                 
Valentas            Vasiliauskas        6.3                 4.5                 
Valentas            zukauskas           6.2                 4.5                 
Valentas            Petrauskas          4.6                 5.5                 
Valentinas          zukauskas           3.68                7.5                 
Valentinas          Paulauskas          6.48                4                   
Valentinas          Pocius              3.4                 6                   
Valentinas          Vasiliauskas        2.72                5                   
Valentinas          Vasiliauskas        4.92                8                   
Valentinas          Sakalauskas         4.58                4.5                 
Valentinas          Kavaliauskas        2.62                4.5                 
Valerijonas         Stankevicius        4.32                7.5                 
Valerijonas         zukauskas           2.74                5.5                 
Valerijonas         Pocius              3.74                7                   
Valerijonas         Urbonas             3.78                5                   
Valerijonas         Pocius              4.6                 5.5                 
Valerijonas         Kateiva             3.46                5                   
Valerijonas         Vasiliauskas        4.66                6                   
Valerijus           Baranauskas         6.42                3.5                 
Valerijus           Stankevicius        3.86                5                   
Valerijus           Kazlaukas           3.22                5                   
Valerijus           Paulauskas          2.86                6                   
Valerijus           Petrauskas          3.78                5                   
Valerijus           Vasiliauskas        2.38                4                   
Valerijus           zukauskas           5.94                3.5                 
Valerijus           Urbonas             4.44                5                   
Valerijus           Kateiva             4.76                7                   
Valerijus           Jankauskas          4.1                 3                   
Valerijus           Urbonas             3.68                4                   
Valerijus           zukauskas           6.2                 4                   
Valerijus           Petrauskas          4.82                5.5                 
Valerijus           Paulauskas          2.54                4                   
Valius              Petrauskas          3.06                6.5                 
Valius              Jankauskas          3.72                4                   
Valius              Paulauskas          3.52                4                   
Valius              Petrauskas          4.32                3                   
Valius              Vasiliauskas        2.9                 4.5                 
Valius              Jankauskas          3.8                 4.5                 
Valius              Butkus              8                   4.5                 
Valius              Kazlaukas           4.76                6.5                 
Valius              Pocius              2.72                4.5                 
Valius              Kazlaukas           3.72                4.5                 
Valteris            Pocius              6.56                4                   
Valteris            Paulauskas          3.56                7                   
Valteris            Kavaliauskas        4.68                5                   
Valteris            zukauskas           4.6                 5                   
Valteris            Petrauskas          6.84                4.5                 
Valys               zukauskas           3.2                 5.5                 
Valys               Kazlaukas           7.24                4                   
Valys               Jankauskas          7.8                 4                   
Valys               Sakalauskas         2.44                5                   
Valys               zukauskas           3.68                6.5                 
Valys               Stankevicius        2.42                4.5                 
Valys               Vasiliauskas        8.1                 4                   
Valys               zukauskas           4.14                6                   
Vasaris             Kazlaukas           4.7                 6.5                 
Vasaris             Kazlaukas           4.32                6                   
Vasilijus           Sakalauskas         3.94                4.5                 
Vasilijus           Sakalauskas         4.16                5.5                 
Vasilijus           Petrauskas          5.66                4                   
Vasilijus           zukauskas           6.78                4.5                 
Vasilijus           Kazlaukas           3.98                6                   
Vasilijus           Urbonas             2.94                4                   
Vasilijus           Petrauskas          4.72                6                   
Vejas               Butkus              2.86                6                   
Vejas               Stankevicius        4.32                7                   
Vejas               Stankevicius        3.82                6.5                 
Vejas               Baranauskas         6.3                 4.5                 
Vejas               Paulauskas          3.52                6.5                 
Vejas               Petrauskas          6.72                4                   
Vejas               Baranauskas         4.22                7.5                 
Vejas               Stankevicius        4.84                7                   
Vejunas             Urbonas             5.14                4.5                 
Vejunas             Pocius              4.66                6                   
Vejunas             Stankevicius        4.48                5                   
Vejunas             Kateiva             4.98                4.5                 
Vejunas             Jankauskas          6.72                4.5                 
Vejunas             Jankauskas          6                   4                   
Venantas            Sakalauskas         3.24                7                   
Venjaminas          Stankevicius        3.18                5                   
Venjaminas          Stankevicius        2.9                 6                   
Venjaminas          Butkus              3.66                6                   
Venjaminas          Kavaliauskas        4.9                 6.5                 
Venjaminas          Paulauskas          6.02                4                   
Venjaminas          Stankevicius        2.98                7                   
Venjaminas          Pocius              4.42                4                   
Venjaminas          Kazlaukas           5.5                 4                   
Vergilijus          Baranauskas         4.12                5.5                 
Verneris            Pocius              3.54                6                   
Verneris            Kateiva             7.98                4                   
Verneris            Kavaliauskas        3.94                6.5                 
Verneris            Petrauskas          5.48                3.5                 
Verneris            Kateiva             4.58                5                   
Verneris            Pocius              4.04                5                   
Verneris            Kavaliauskas        2.72                5.5                 
Verneris            Vasiliauskas        4.48                5                   
Verneris            Butkus              3.92                7                   
Vestas              Kavaliauskas        2.52                5                   
Vestas              Kazlaukas           5.14                4.5                 
Vestas              Sakalauskas         4.8                 6                   
Vestas              Kazlaukas           3.16                4                   
Vestas              Vasiliauskas        3.1                 6.5                 
Vestas              Baranauskas         7.98                4                   
Vestas              Baranauskas         5                   4.5                 
Vestas              Petrauskas          2.44                4.5                 
Vestas              Vasiliauskas        3.1                 4                   
Vestas              Butkus              6.7                 3                   
Vestas              Jankauskas          3.46                5                   
Vestas              Baranauskas         2.8                 6                   
Vestas              Urbonas             4.8                 6.5                 
Viaceslavas         Sakalauskas         2.7                 5                   
Viaceslavas         Baranauskas         4.6                 6                   
Viaceslavas         Urbonas             3.94                6                   
Viaceslavas         Kazlaukas           4.48                5                   
Viaceslavas         Kavaliauskas        5.22                3.5                 
Viaceslavas         Kavaliauskas        3.4                 5.5                 
Viaceslavas         Kazlaukas           5.5                 3.5                 
Vidas               Petrauskas          5.02                4.5                 
Vidas               Jankauskas          2.78                5                   
Vidas               Baranauskas         4.44                5                   
Vidas               Petrauskas          6.38                3                   
Vidas               Sakalauskas         4.48                5.5                 
Vidas               Stankevicius        4.74                4                   
Vidas               zukauskas           2.78                5                   
Vidas               Kazlaukas           7.6                 3.5                 
Vidas               Pocius              3.42                5                   
Vidimantas          Sakalauskas         7.86                4                   
Vidimantas          Stankevicius        2.46                4.5                 
Vidimantas          Baranauskas         4.38                4.5                 
Vidmantas           Butkus              3.48                5.5                 
Vidmantas           Paulauskas          3.46                5.5                 
Vidmantas           Sakalauskas         4.82                4.5                 
Vidmantas           Kazlaukas           3.86                4.5                 
Vidmantas           Urbonas             2.8                 4.5                 
Viesulas            Kavaliauskas        7.26                4                   
Viesulas            Kateiva             4.58                8                   
Viesulas            Kazlaukas           7.34                3.5                 
Viesulas            Kavaliauskas        4.38                4                   
Viesulas            Kavaliauskas        7.92                4                   
Viesulas            Urbonas             2.96                4                   
Vigilijus           Stankevicius        6.34                4                   
Vigilijus           Vasiliauskas        4.22                3.5                 
Vigilijus           Petrauskas          4.9                 6                   
Vigilijus           Pocius              3.16                6                   
Vigilijus           Paulauskas          7.62                3.5                 
Vigilijus           Petrauskas          5.78                4                   
Viktas              Kazlaukas           4.56                5.5                 
Viktas              Butkus              3.08                7                   
Viktas              Sakalauskas         7.98                4.5                 
Viktas              Sakalauskas         3.6                 6                   
Viktas              zukauskas           5.38                4                   
Viktas              Kateiva             7.4                 4.5                 
Viktoras            Pocius              6.8                 4.5                 
Viktoras            Sakalauskas         4.7                 6                   
Viktoras            Pocius              4.6                 6                   
Viktoras            Paulauskas          2.52                4.5                 
Viktoras            Urbonas             2.84                4                   
Viktoras            Kazlaukas           3.94                5                   
Viktoras            zukauskas           3.1                 4                   
Viktoras            Vasiliauskas        4                   4                   
Viktorijus          Kavaliauskas        2.72                5                   
Viktorijus          Urbonas             5.98                3                   
Viktorijus          Pocius              3.94                5                   
Viktorijus          Kateiva             4.38                4.5                 
Viktorijus          Baranauskas         3                   6                   
Viktorijus          Baranauskas         4.92                4.5                 
Viktorijus          Kateiva             2.56                5                   
Viktorinas          Vasiliauskas        6.26                4                   
Viktorinas          Butkus              2.78                6.5                 
Viktorinas          zukauskas           2.92                6.5                 
Viktorinas          Paulauskas          4.9                 3.5                 
Viktorinas          Pocius              6.82                4.5                 
Viktorinas          Jankauskas          2.8                 6                   
Viktorinas          Kazlaukas           7.86                3.5                 
Viktorinas          Petrauskas          7.02                3.5                 
Vilenas             zukauskas           6.16                4.5                 
Vilenas             Vasiliauskas        5.6                 4.5                 
Vilenas             Sakalauskas         6.2                 3                   
Vilenas             zukauskas           7.16                4                   
Vilenas             Jankauskas          2.84                4                   
Vilhelmas           Jankauskas          7.16                3.5                 
Vilhelmas           Kazlaukas           2.74                5                   
Vilhelmas           Urbonas             4.42                6                   
Vilhelmas           Paulauskas          8.02                4.5                 
Vilhelmas           Petrauskas          2.52                4                   
Vilijus             zukauskas           4.62                5.5                 
Vilijus             Baranauskas         7.82                4                   
Vilijus             Vasiliauskas        3.98                5                   
Vilijus             zukauskas           3.56                5.5                 
Vilijus             Kateiva             4.32                6.5                 
Vilius              zukauskas           2.96                6                   
Vilius              Kateiva             4.52                3                   
Vilius              Urbonas             6.08                4                   
Vilius              zukauskas           4.46                4                   
Vilius              Petrauskas          3.26                5.5                 
Vilmantas           Vasiliauskas        6.14                4.5                 
Vilmantas           Paulauskas          3.82                7                   
Vilmantas           Stankevicius        2.98                6                   
Vilmantas           Kateiva             6.8                 4.5                 
Vilmantas           Sakalauskas         3.7                 7                   
Vilmantas           Stankevicius        3.74                4.5                 
Vilmantas           Butkus              4.12                5                   
Vilmantas           Kazlaukas           3.82                5                   
Vilmantas           Kazlaukas           3.74                6.5                 
Vilmas              zukauskas           3.14                5                   
Vilmas              Paulauskas          7.82                4                   
Vilmas              Sakalauskas         6.16                4                   
Vilmas              Stankevicius        4.14                7                   
Vilmas              Urbonas             3.54                6                   
Vilmas              Petrauskas          3.12                5                   
Vilmas              Jankauskas          3.46                6                   
Vilmas              Vasiliauskas        2.38                4                   
Vilmas              Pocius              2.88                5.5                 
Vilmas              zukauskas           2.62                5                   
Vilmas              zukauskas           5.06                4.5                 
Vilnius             Kateiva             4.98                4.5                 
Vilnius             Kavaliauskas        5.48                4                   
Vilnius             Kateiva             4.44                5                   
Vilnius             Sakalauskas         2.82                6                   
Vilnius             Jankauskas          4.8                 6.5                 
Vilnius             Kazlaukas           3.58                4.5                 
Vilnius             Petrauskas          5.48                4                   
Vilnius             Kateiva             3.76                5.5                 
Vilnius             Kazlaukas           4.62                5                   
Vilnius             Pocius              2.4                 4.5                 
Vilnius             zukauskas           4.52                5                   
Vilnius             Petrauskas          4.58                5.5                 
Viltaras            zukauskas           3.98                5.5                 
Viltaras            Kateiva             3.74                6                   
Viltaras            zukauskas           3.18                4.5                 
Viltaras            Urbonas             3.32                4.5                 
Viltaras            Sakalauskas         4.12                6                   
Viltaras            Paulauskas          4.22                4.5                 
Viltautas           Urbonas             3.18                7                   
Viltautas           Baranauskas         7.98                4                   
Viltautas           Stankevicius        5.92                4                   
Viltautas           Paulauskas          4.68                6                   
Viltautas           Stankevicius        3.6                 5                   
Viltautas           zukauskas           4                   5.5                 
Viltautas           Vasiliauskas        2.88                5.5                 
Viltautas           Stankevicius        3.36                5                   
Viltenis            Vasiliauskas        3.56                5.5                 
Viltenis            Baranauskas         3.22                7                   
Viltenis            Butkus              4.98                7                   
Viltenis            Urbonas             5.82                3                   
Viltenis            Pocius              6.14                4                   
Viltenis            Kavaliauskas        4.18                3.5                 
Viltenis            zukauskas           3.88                7                   
Viltenis            Kavaliauskas        2.58                6                   
Viltenis            Pocius              2.9                 6                   
Viltenis            Petrauskas          3.98                5.5                 
Viltenis            Stankevicius        4.94                6                   
Vincas              Baranauskas         4.44                6.5                 
Vincas              Kazlaukas           7.16                4                   
Vincas              Urbonas             7.4                 4                   
Vincentas           Urbonas             5.78                4                   
Vincentas           Vasiliauskas        5.54                4                   
Vincentas           Kavaliauskas        6.26                4                   
Vincentas           Butkus              4.66                3                   
Vincentas           Pocius              4.34                5                   
Vincentas           Butkus              3.74                7                   
Vincentas           zukauskas           4.72                4                   
Vincentas           Paulauskas          4.5                 5                   
Vingaudas           Pocius              6.12                4.5                 
Vingaudas           Jankauskas          6.18                4.5                 
Vingaudas           Urbonas             2.78                6                   
Virgaudas           Paulauskas          3.64                6.5                 
Virgaudas           Kazlaukas           4.6                 5.5                 
Virgaudas           Petrauskas          4.1                 6                   
Virgaudas           Petrauskas          4.56                4.5                 
Virgaudas           Sakalauskas         4.16                6                   
Virgaudas           Jankauskas          4.62                5                   
Virgaudas           Urbonas             4.12                5.5                 
Virgaudas           Jankauskas          5.88                3.5                 
Virgaudas           Vasiliauskas        3.94                6                   
Virgaudas           Stankevicius        4.9                 7.5                 
Virgaudas           Urbonas             5.94                4                   
Virgaudas           Vasiliauskas        4.28                6                   
Virgilijus          Sakalauskas         7.8                 3                   
Virgilijus          Baranauskas         2.68                5                   
Virgilijus          Paulauskas          3.64                4                   
Virgilijus          Petrauskas          4.14                4                   
Virgilijus          Paulauskas          3.52                6                   
Virgilijus          Butkus              5.92                4                   
Virgilijus          Petrauskas          3.84                5                   
Virgilijus          Petrauskas          3.34                4.5                 
Virgilijus          Jankauskas          4.3                 7                   
Virgilijus          Stankevicius        4.86                5.5                 
Virginijus          Butkus              4.88                7                   
Virginijus          Stankevicius        5.58                4.5                 
Virginijus          Kavaliauskas        2.68                5                   
Virginijus          Paulauskas          7.22                4                   
Virginijus          Petrauskas          3.98                5                   
Virginijus          Sakalauskas         4.3                 4                   
Virgintas           Paulauskas          2.74                5.5                 
Virgintas           Vasiliauskas        4.94                4.5                 
Virgintas           Paulauskas          3.86                5                   
Virgintas           Butkus              7.44                4                   
Virgintas           Pocius              3.84                4.5                 
Virgintas           Paulauskas          4.74                6                   
Virgintas           Sakalauskas         3.64                4                   
Virgintas           Kateiva             3.06                7                   
Virgintas           Vasiliauskas        6.44                4                   
Virgintas           Baranauskas         3.68                6                   
Virgintas           Butkus              5.32                3.5                 
Virgintas           Petrauskas          7.46                4.5                 
Virgintas           Kavaliauskas        2.98                6                   
Virgis              zukauskas           6.56                4                   
Virgis              Urbonas             3.2                 6                   
Virgis              Pocius              4.82                4                   
Virgis              Pocius              7.22                4                   
Virgis              Kateiva             3.94                6                   
Virgis              Paulauskas          3.94                6                   
Virgis              Kazlaukas           4.02                6                   
Virgis              Pocius              7.96                4.5                 
Virgius             Petrauskas          3.44                5.5                 
Virgius             Kateiva             3.22                5                   
Virgius             Kazlaukas           3.52                5.5                 
Virgius             Stankevicius        5.46                4.5                 
Virgius             Kavaliauskas        4.34                7                   
Virgius             Jankauskas          2.9                 6.5                 
Virgius             Butkus              4.84                6                   
Virgius             Kateiva             3.42                8                   
Virmantas           Butkus              3.06                7                   
Virmantas           Sakalauskas         4.12                4.5                 
Virmantas           Sakalauskas         4.2                 7                   
Virmantas           Vasiliauskas        2.9                 6                   
Vismantas           Urbonas             6.74                4.5                 
Vismantas           Pocius              3.04                6.5                 
Vismantas           Jankauskas          4.14                6                   
Vismantas           Urbonas             7.92                4.5                 
Visvaldas           Kazlaukas           4.7                 6                   
Visvaldas           Butkus              4.06                5                   
Visvaldis           Kateiva             2.58                5                   
Visvaldis           Kazlaukas           4.18                7                   
Visvaldis           Paulauskas          4.14                6                   
Visvaldis           zukauskas           5.98                3                   
Visvaldis           Sakalauskas         3.76                4.5                 
Visvaldis           Butkus              2.7                 4                   
Visvaldis           zukauskas           6.66                4                   
Visvaldis           Urbonas             3.9                 5.5                 
Visvaldis           Kazlaukas           5.64                4.5                 
Vitalijus           Vasiliauskas        3.66                4.5                 
Vitalijus           Sakalauskas         4.16                6.5                 
Vitalijus           Paulauskas          5.56                4                   
Vitalijus           Petrauskas          4.94                7                   
Vitalijus           Butkus              7.3                 4.5                 
Vitalijus           Urbonas             5.08                4                   
Vitalijus           Baranauskas         4.14                6                   
Vitalijus           Urbonas             6.08                4                   
Vitalijus           Sakalauskas         7.14                4                   
Vitalis             Baranauskas         4.1                 5.5                 
Vitalis             Urbonas             4.28                6.5                 
Vitalis             zukauskas           6.7                 4                   
Vitalis             Kateiva             4.22                6                   
Vitalis             Stankevicius        3.78                6                   
Vitalis             Jankauskas          5.56                4.5                 
Vitalis             zukauskas           3.16                5                   
Vitalis             Petrauskas          2.92                6                   
Vitalis             Butkus              4.2                 4.5                 
Vitalis             zukauskas           4.2                 6                   
Vitalius            zukauskas           3.56                4                   
Vitalius            Butkus              3.38                6.5                 
Vitalius            Jankauskas          2.94                6                   
Vitalius            Petrauskas          3.78                7                   
Vitalius            Kateiva             3.56                6.5                 
Vitalius            Sakalauskas         6.04                3.5                 
Vitalius            Jankauskas          2.72                6                   
Vitalius            Paulauskas          3.84                7.5                 
Vitalius            Kateiva             4.96                5                   
Vitalius            Petrauskas          3.58                6                   
Vitalius            Butkus              4.86                4.5                 
Vitas               Paulauskas          3.2                 4.5                 
Vitas               Sakalauskas         4.68                5.5                 
Vitas               Kateiva             3.28                4.5                 
Vitas               Sakalauskas         7.44                4                   
Vitas               Butkus              3.68                5                   
Vitas               Sakalauskas         2.4                 4                   
Vitoldas            Urbonas             4.66                5.5                 
Vitoldas            Kavaliauskas        2.28                4                   
Vitoldas            Paulauskas          6.68                4.5                 
Vitoldas            Butkus              3.18                4.5                 
Vitoldas            Kavaliauskas        2.68                6                   
Vitoldas            Petrauskas          3.5                 6.5                 
Vladas              zukauskas           5.06                3                   
Vladas              Jankauskas          7.94                4                   
Vladas              Vasiliauskas        2.7                 6                   
Vladas              Pocius              4.32                4.5                 
Vladas              Petrauskas          4.02                3                   
Vladas              Kazlaukas           2.6                 4                   
Vladas              Baranauskas         2.96                6.5                 
Vladimiras          Butkus              3.16                7                   
Vladimiras          Butkus              3.66                5                   
Vladimiras          Kazlaukas           3.86                4.5                 
Vladimiras          Paulauskas          3.74                5                   
Vladimiras          Pocius              3.6                 5.5                 
Vladimiras          Stankevicius        4.28                6.5                 
Vladimiras          Paulauskas          6.22                4                   
Vladislavas         Kavaliauskas        3.22                4.5                 
Vladislavas         Paulauskas          2.64                6                   
Vladislavas         Baranauskas         2.98                6                   
Vladislavas         Petrauskas          4.6                 6                   
Vladislavas         Butkus              4.18                6.5                 
Vladislavas         Kazlaukas           3.26                4.5                 
Vladislavas         zukauskas           3.06                4                   
Vladislavas         Kateiva             3.48                5.5                 
Vladislovas         Stankevicius        3.64                6                   
Vladislovas         zukauskas           3                   4                   
Vladislovas         Urbonas             4.66                6                   
Vladislovas         Sakalauskas         3.62                7                   
Vladislovas         Sakalauskas         2.68                4.5                 
Vladislovas         Kavaliauskas        2.6                 5                   
Vladislovas         Kavaliauskas        3.94                5                   
Vladlenas           Sakalauskas         2.54                4.5                 
Vladlenas           Sakalauskas         5.22                4                   
Vladlenas           Baranauskas         6.76                4.5                 
Vladlenas           Butkus              4.8                 6                   
Voicechas           Kazlaukas           4.12                6                   
Voicechas           Butkus              2.78                5.5                 
Voicechas           Butkus              3.9                 5                   
Voicechas           Kateiva             6.16                4                   
Voicechas           Kavaliauskas        6.6                 3.5                 
Voicechas           zukauskas           5.1                 4.5                 
Voldemaras          Stankevicius        4.66                5.5                 
Voldemaras          Baranauskas         4.52                4.5                 
Vsevolodas          Kateiva             2.92                6                   
Vsevolodas          Urbonas             2.34                4.5                 
Vsevolodas          Baranauskas         6.08                4                   
Vsevolodas          Kateiva             5.74                3.5                 
Vsevolodas          Vasiliauskas        4.62                5                   
Vydimantas          Kazlaukas           3.64                5.5                 
Vydimantas          Kateiva             4.86                6.5                 
Vydimantas          Stankevicius        6.72                4                   
Vydimantas          Urbonas             2.74                4.5                 
Vydimantas          Pocius              3.44                6                   
Vydmantas           Urbonas             4.42                5                   
Vydmantas           zukauskas           3.26                4.5                 
Vydmantas           Sakalauskas         5.42                4                   
Vydmantas           Butkus              5                   4                   
Vydmantas           Baranauskas         4.28                6                   
Vydmantas           Paulauskas          3.86                5                   
Vydmantas           Kateiva             6.68                3.5                 
Vydmantas           Kateiva             4.6                 3.5                 
Vygandas            Kateiva             3.68                6.5                 
Vygandas            Kateiva             3                   7                   
Vygandas            Sakalauskas         3.02                4                   
Vygandas            Paulauskas          4.42                7                   
Vygandas            Baranauskas         3.32                7.5                 
Vygantas            Sakalauskas         4.72                5                   
Vygantas            Baranauskas         4.86                4                   
Vygantas            Baranauskas         4.42                7.5                 
Vygaudas            Kateiva             3.8                 5                   
Vygaudas            Sakalauskas         4.84                6                   
Vygaudas            Vasiliauskas        3.62                4                   
Vygaudas            Paulauskas          6.96                4.5                 
Vygaudas            Vasiliauskas        6.08                4.5                 
Vygaudas            Petrauskas          3.92                7                   
Vygaudas            Kavaliauskas        3.88                4.5                 
Vygaudas            Jankauskas          3.74                6.5                 
Vygintas            Urbonas             2.54                4.5                 
Vygintas            Urbonas             7.86                4                   
Vygintas            Butkus              4.52                5.5                 
Vygintas            Urbonas             4.72                5.5                 
Vygintas            Kateiva             4.36                4.5                 
Vygintas            Stankevicius        4.68                5.5                 
Vygintas            Petrauskas          2.6                 4.5                 
Vygirdas            Butkus              3.7                 6                   
Vygirdas            Kateiva             4.56                7.5                 
Vygirdas            Kazlaukas           4.32                5                   
Vygirdas            Sakalauskas         5.32                4.5                 
Vygirdas            Sakalauskas         7.64                4                   
Vygirdas            Baranauskas         4.36                4.5                 
Vygirdas            Pocius              4.16                6.5                 
Vygirdas            Kavaliauskas        4.82                6.5                 
Vygirdas            Sakalauskas         4.76                5                   
Vykantas            Kazlaukas           2.74                6                   
Vykantas            Paulauskas          4.14                6                   
Vykantas            zukauskas           3.36                6                   
Vykantas            Kavaliauskas        6.78                4                   
Vykantas            zukauskas           7.24                4                   
Vykintas            Kateiva             4.4                 7                   
Vykintas            Urbonas             3.48                6                   
Vykintas            Pocius              4.4                 7                   
Vykintas            Paulauskas          3.16                5                   
Vykintas            Sakalauskas         4.66                6                   
Vykintas            Stankevicius        2.62                4                   
Vykintas            Jankauskas          2.82                6                   
Vykintas            zukauskas           3.18                6                   
Vykintas            Stankevicius        5.34                4.5                 
Vylius              Pocius              4.22                3.5                 
Vylius              Paulauskas          3.42                5.5                 
Vylius              Vasiliauskas        5.28                4                   
Vylius              Kazlaukas           3.1                 4                   
Vylius              Jankauskas          2.52                5                   
Vylius              Baranauskas         4.58                6                   
Vytaras             Kateiva             5.56                4.5                 
Vytaras             Kateiva             3.26                5                   
Vytaras             Stankevicius        2.58                4                   
Vytaras             Kazlaukas           3.76                7                   
Vytaras             Baranauskas         2.64                5                   
Vytas               Vasiliauskas        3.98                6                   
Vytas               Baranauskas         3.8                 5                   
Vytas               Kavaliauskas        4.94                7                   
Vytas               Pocius              3                   6                   
Vytas               Sakalauskas         2.68                5.5                 
Vytas               Petrauskas          6.24                4.5                 
Vytas               Butkus              3.16                5                   
Vytas               zukauskas           4.4                 5                   
Vytas               Petrauskas          4.7                 4.5                 
Vytautas            Vasiliauskas        5.84                3                   
Vytautas            Kazlaukas           3.94                5                   
Vytautas            Jankauskas          2.48                4.5                 
Vytautas            Stankevicius        4.6                 4.5                 
